SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,1,0,-0.38159658183809786,0,1,0,0,0,1,1.0083221691818711,0,1,0,1,0,0,0,0,1,0,0
0,0,1,-1.2774445836787656,0,0,1,0,0,1,-1.1104690060299358,1,0,0,1,0,0,0,0,0,1,1
0,0,0,1.4100994218432374,0,1,0,1,1,1,0.252204534106285,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-0.8295205827584317,1,0,1,0,0,1,0.830509890164096,0,1,0,1,0,0,1,0,0,0,1
1,1,0,1.5729808767233588,1,1,1,1,1,1,0.5961965131406728,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.30015585439803716,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-1.1145631287986442,1,1,0,0,0,1,-0.3643221529553466,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-0.2594354906780068,1,0,0,0,0,1,-0.43910301796282214,1,0,0,0,1,0,0,1,0,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-1.4993295040688086,0,0,1,0,1,0,0,0,0,1,0
1,0,0,1.5322605130033284,0,0,1,1,0,1,-0.6883725679877406,1,0,0,0,1,0,0,1,0,0,0
0,1,1,1.6137012404433893,1,1,1,1,1,1,1.6364814352446657,0,1,0,0,0,1,0,0,1,0,0
0,1,0,1.125056875803025,0,0,1,0,0,1,0.9850570111795457,0,1,0,0,1,0,0,0,1,0,1
1,1,1,-0.015113308357824713,1,0,1,0,0,1,1.1844726511994805,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.4926823160681442,0,0,1,1,0,0,0,0,1,0,1
0,0,0,-0.748079855318371,1,0,1,0,0,1,-0.3493659799538514,1,0,0,0,1,0,0,0,0,1,0
0,0,0,-0.7888002190384014,1,1,0,0,0,1,0.5064594751317021,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-1.0738427650786138,1,0,1,1,1,1,1.5002140812310438,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.5549717837226001,1,1,0,1,0,0,0.47987072312904416,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-0.7073594915983407,0,0,0,1,1,1,1.2160467942026365,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0.43281069256250915,1,0,1,0,1,1,0.9817334171792131,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.26992923768238775,0,0,0,0,1,1,-0.4972659129686364,1,0,0,0,0,1,1,0,0,0,0
1,0,0,-0.46303730927815856,0,0,0,1,0,1,-0.15659752793458118,1,0,0,1,0,0,1,0,0,0,1
0,0,0,1.002895784642934,0,1,0,1,0,1,-0.3659839499555126,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0.8400143297628127,0,0,0,0,1,1,0.9534828681763893,0,1,0,0,1,0,0,0,1,0,0
0,1,1,-0.5851984004382496,0,1,0,1,0,1,0.7690234011579498,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,-0.15327393393424887,1,0,0,1,0,0,0,0,1,0,1
0,1,0,1.0436161483629645,1,1,0,0,1,1,-0.12336158793125872,1,0,0,0,1,0,1,0,0,0,0
1,0,0,1.5729808767233588,1,0,0,1,0,0,1.3057838322116073,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0.10704778280226633,0,0,0,1,1,1,1.1462513201956595,0,1,0,0,1,0,0,0,1,0,0
0,0,0,-1.1960038562387048,0,0,0,1,0,0,0.6959043331506402,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0.22920887396235737,1,1,1,0,0,1,1.332372584214265,0,1,0,0,1,0,0,0,1,0,0
0,1,1,0.10704778280226633,1,1,1,1,1,1,0.14584952609565352,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.0331224013585834,1,0,0,1,0,1,0.8537750481664219,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.5956921474426305,0,0,0,1,1,0,0.32200000811326246,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-0.748079855318371,0,0,1,0,0,0,-0.4756625519664766,1,0,0,1,0,0,0,0,1,0,0
1,1,0,-0.5037576729981889,0,0,1,0,0,1,-0.1582593249347472,1,0,0,1,0,0,0,0,1,0,0
0,1,0,1.369379058123207,1,1,1,0,1,0,0.6809481601491449,1,0,0,0,0,1,0,0,1,0,0
0,1,0,-0.7073594915983407,0,0,0,0,0,1,-1.505976692069473,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0.3920903288424788,0,0,0,0,0,1,-1.462769970065154,0,0,1,0,0,1,1,0,0,0,0
0,1,0,-0.62591876415828,1,1,0,0,0,0,0.46989994112804756,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.18848851024232702,1,0,1,0,1,1,1.3207400052131024,0,1,0,0,1,0,0,1,0,0,0
0,0,0,-0.8295205827584317,0,0,1,0,0,1,-0.5105602889699654,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0.8400143297628127,0,0,1,0,0,1,0.9800716201790471,0,1,0,0,1,0,1,0,0,0,1
0,0,0,1.125056875803025,1,0,0,0,0,0,-1.3215172250510334,0,0,1,0,0,1,0,0,0,1,0
0,1,1,-0.5851984004382496,0,0,0,0,0,0,-1.303237458049206,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.33695618111475767,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,0,0,0,0,0,1,0.179085466098976,0,1,0,1,0,0,0,0,1,0,0
0,0,1,-0.9516816739185228,0,0,0,0,1,1,0.15415851109648415,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.5147684601325326,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.9621754209229036,1,1,1,1,0,1,0.9435120861753926,0,1,0,0,1,0,0,0,1,0,0
0,1,1,-0.62591876415828,0,0,0,0,0,1,0.14086413509515497,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.8702409464784621,1,0,0,0,1,1,0.05278889408635025,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.0331224013585834,0,0,0,0,0,1,0.15914390209698223,0,1,0,1,0,0,0,0,1,0,0
0,1,1,1.4915401492832983,0,0,0,0,0,0,-1.481049737066981,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-0.5444780367182193,1,0,0,0,0,1,0.7058751151516368,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-1.1960038562387048,0,0,0,0,0,1,0.5164302571326987,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.880734693482843,0,0,0,0,0,0,-1.4744025490663168,0,0,1,0,0,1,0,1,0,0,0
0,1,0,1.2064976032430856,1,0,0,0,0,1,-1.3630621500551865,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-0.3408762181180675,1,0,1,0,0,1,0.8570986421667539,0,1,0,1,0,0,0,1,0,0,1
0,1,1,1.2064976032430856,1,0,0,0,0,1,0.18905624809997262,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.62591876415828,1,1,0,0,0,0,0.03284733008435696,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-0.9516816739185228,0,0,0,0,0,1,-1.3348116010523623,1,0,0,1,0,0,0,0,0,1,0
0,1,1,1.2879383306831464,0,1,0,1,1,0,0.14917312009598557,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-1.2367242199587352,1,0,0,0,0,1,0.37019212111808014,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.2774445836787656,0,0,0,0,0,1,-0.62854787598176,1,0,0,1,0,0,0,0,0,1,1
0,1,0,-0.6666391278783103,0,0,0,0,1,1,-0.4922805219681379,1,0,0,1,0,0,0,0,1,0,1
0,1,0,1.6137012404433893,1,0,0,0,0,0,-1.3331498040521963,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-0.0965540357978854,1,1,1,1,0,0,0.8521132511662559,0,1,0,0,1,0,1,0,0,0,0
0,1,0,0.6771328748826912,1,1,0,0,0,1,1.1994288242009752,0,1,0,1,0,0,0,0,0,1,0
0,1,0,1.1657772395230555,1,1,0,1,1,0,0.35191235411625243,1,0,0,0,0,1,0,1,0,0,0
0,1,1,0.5956921474426305,1,0,1,0,0,0,0.7457582431556239,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.5037576729981889,0,1,0,1,0,0,-0.012021188920128179,1,0,0,1,0,0,0,1,0,0,0
0,1,1,0.06632741908223598,0,0,0,0,0,0,0.4499583771260538,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.5322605130033284,1,0,0,0,0,0,-1.33148800705203,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0.880734693482843,0,1,1,0,1,1,1.3656085242175875,0,1,0,0,1,0,0,0,1,0,0
1,1,0,1.1657772395230555,1,0,1,1,1,1,1.114677177192503,0,1,0,0,1,0,0,0,0,1,0
0,0,0,-1.1960038562387048,1,0,0,0,0,1,0.40508985812156867,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.7888002190384014,0,0,0,0,0,0,-1.505976692069473,0,0,1,0,1,0,0,0,0,1,0
1,0,0,-0.6666391278783103,1,0,0,0,0,1,1.04321990618536,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.1960038562387048,0,0,1,0,0,1,-0.2014660469390663,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.30015585439803716,0,0,0,0,0,1,-1.4827115340671475,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-0.0965540357978854,1,1,0,0,0,1,-0.00869759491979612,1,0,0,1,0,0,0,0,0,1,0
0,1,0,-0.46303730927815856,0,1,0,0,0,0,-1.2051914350394048,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6468276429835875,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.7073594915983407,0,0,0,0,0,0,-1.5076384890696393,0,0,1,1,0,0,1,0,0,0,1
1,1,0,-0.38159658183809786,0,0,0,0,0,1,0.8537750481664219,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.5142514200025698,1,1,1,0,0,1,1.3423433662152622,0,1,0,1,0,0,0,0,1,0,0
0,1,1,-0.3408762181180675,1,0,1,1,0,0,0.611152686142168,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-0.8702409464784621,1,0,0,0,1,0,0.8438042661654253,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6551366279844181,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0.9621754209229036,1,0,0,1,1,0,1.2775332832087833,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,1,0,0,0,0.36686852711774764,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.505976692069473,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-1.0331224013585834,0,0,0,0,0,1,0.4831943171293762,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0.9214550572028734,0,0,0,1,1,0,0.7989357471609396,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,1,1,-1.125425179031431,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,1,0,1,1,1,0.7025515211513048,1,0,0,0,0,1,0,1,0,0,0
1,0,0,0.5142514200025698,0,0,0,0,0,0,-1.0157465770204666,1,0,0,0,1,0,0,0,1,0,0
0,0,0,0.5956921474426305,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0.5549717837226001,0,0,1,0,0,0,1.0133075601823696,0,1,0,0,1,0,0,1,0,0,1
0,0,0,-1.2367242199587352,0,0,1,0,0,1,-0.4806479429669752,1,0,0,1,0,0,0,0,0,1,0
0,1,0,-1.2367242199587352,0,1,0,0,1,1,0.5114448661322006,0,1,0,1,0,0,0,0,1,0,0
0,1,0,-0.8295205827584317,0,0,1,0,0,1,-0.44907379996381874,1,0,0,1,0,0,0,0,1,0,0
1,1,0,1.4508197855632678,1,0,1,0,0,1,0.8255244991635975,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1.4915401492832983,0,0,0,0,1,1,1.0116457631822036,0,1,0,0,0,1,0,1,0,0,0
1,0,1,0.9621754209229036,0,1,0,0,0,0,0.9983513871808745,0,1,0,0,1,0,0,1,0,0,0
1,0,0,-1.1552834925186746,1,1,0,0,0,1,0.5147684601325326,0,1,0,1,0,0,0,0,1,0,0
0,1,0,1.2879383306831464,1,0,1,1,1,1,0.37683930911874425,1,0,0,0,0,1,1,0,0,0,0
0,1,0,1.0843365120829946,1,1,1,1,0,1,1.5085230662318745,0,1,0,0,1,0,0,0,1,0,1
0,1,1,1.2064976032430856,1,1,1,1,1,0,1.6879971422498155,0,1,0,0,0,1,1,0,0,0,0
0,1,1,1.247217966963116,1,0,0,0,0,0,-1.3331498040521963,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0.8400143297628127,0,1,1,1,1,1,-0.3709693409560109,1,0,0,0,1,0,0,0,1,0,0
0,1,1,-1.1145631287986442,0,0,0,0,0,0,-1.505976692069473,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0.6771328748826912,1,1,1,1,0,1,0.7789941831589463,0,1,0,1,0,0,0,0,1,0,0
0,1,1,1.2064976032430856,1,1,0,0,0,1,1.2093996062019723,0,1,0,0,0,1,1,0,0,0,0
0,1,0,0.9214550572028734,0,1,1,0,1,0,-0.26461433294537917,1,0,0,0,0,1,0,0,0,1,0
1,1,0,1.5729808767233588,0,1,1,1,1,1,1.1512367111961581,0,1,0,0,0,1,0,0,1,0,0
0,1,1,1.6137012404433893,0,0,0,0,0,1,-1.4843733310673135,0,0,1,0,0,1,0,1,0,0,0
0,1,1,0.14776814652229667,0,1,0,1,1,0,-0.1349941669324214,1,0,0,0,1,0,0,1,0,0,0
0,1,0,-0.30015585439803716,0,0,0,0,0,1,-1.4561227820644893,0,0,1,0,1,0,1,0,0,0,0
1,1,0,1.6137012404433893,1,1,1,1,1,1,1.6647319842474897,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0.14776814652229667,0,0,0,0,0,1,-1.5126238800701375,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.0651986929254444,1,0,0,1,0,0,0,0,0,1,0
0,1,0,1.6137012404433893,1,1,0,1,0,1,1.3539759452164248,0,1,0,0,0,1,0,0,1,0,0
0,1,1,1.0843365120829946,0,0,0,0,0,0,-1.4926823160681442,0,0,1,0,0,1,0,0,0,1,0
1,1,0,-1.0331224013585834,0,0,0,0,0,1,0.8222009051632655,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,1,1,0,0.31036742911209936,1,0,0,0,1,0,0,1,0,0,0
0,1,1,-0.0965540357978854,1,0,1,1,1,1,1.42044782522307,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1.2879383306831464,0,0,0,0,0,0,-1.502653098069141,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1.247217966963116,1,1,1,1,1,0,0.1342169470944904,1,0,0,0,1,0,1,0,0,0,0
1,1,0,1.6137012404433893,1,1,1,1,0,0,0.6543594081464871,1,0,0,0,0,1,0,1,0,0,0
0,1,0,-0.9924020376385531,0,1,0,0,0,0,0.3402797751150897,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.2064976032430856,1,0,1,1,1,0,0.6560212051466532,1,0,0,0,0,1,1,0,0,0,0
0,1,1,1.4100994218432374,1,0,1,1,1,1,1.5434208032353631,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-1.0738427650786138,0,0,0,0,0,0,-0.6651074099854147,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.5322605130033284,1,1,0,0,1,1,0.5264010391336954,1,0,0,0,0,1,1,0,0,0,0
1,0,0,-0.5037576729981889,0,0,0,0,0,0,0.5297246331340278,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-1.1145631287986442,1,0,0,0,0,0,0.36022133911708304,0,1,0,1,0,0,0,0,1,0,0
0,1,1,-0.3408762181180675,0,1,1,1,0,0,-0.23802558094272108,1,0,0,0,1,0,0,0,1,0,0
0,1,0,-0.8702409464784621,0,0,0,0,0,1,-0.6883725679877406,1,0,0,1,0,0,0,0,1,0,1
0,1,0,1.6137012404433893,1,0,1,1,1,1,1.5234792392333694,0,1,0,0,0,1,0,1,0,0,0
0,1,1,1.369379058123207,0,1,1,0,1,1,-0.21808401694072754,1,0,0,0,0,1,0,1,0,0,0
0,1,1,0.5142514200025698,0,1,0,1,1,1,0.5396954151350245,1,0,0,0,0,1,0,0,0,1,0
0,1,1,1.4915401492832983,0,0,0,0,0,0,-1.4976677070686424,0,0,1,0,0,1,1,0,0,0,0
1,1,0,-0.7073594915983407,1,0,0,0,0,1,0.6925807391503077,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.1779947632379461,0,0,0,1,0,1,-0.1732154979362424,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1.5322605130033284,1,1,1,1,1,0,1.6879971422498155,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.14776814652229667,0,1,1,1,1,1,0.358559542116917,1,0,0,0,1,0,0,0,0,1,0
1,0,0,-0.6666391278783103,1,0,0,0,0,1,0.7258166791536301,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5851984004382496,1,0,0,0,0,1,0.6792863631489789,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.06632741908223598,1,0,0,0,0,1,1.0930738161903437,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.3920903288424788,0,0,1,1,0,1,-0.6534748309842519,1,0,0,0,1,0,0,1,0,0,0
0,0,0,0.6364125111626608,1,1,0,0,1,1,0.20567421810163386,1,0,0,0,1,0,1,0,0,0,0
0,1,0,0.5956921474426305,1,0,1,1,1,1,1.4885815022298807,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.26992923768238775,1,0,1,1,1,1,0.8238627021634315,0,1,0,0,1,0,0,0,1,0,1
0,1,1,-0.8702409464784621,0,0,0,0,0,0,-1.4577845790646555,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-1.0331224013585834,0,0,0,0,0,1,-1.4893587220678117,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.1960038562387048,1,0,0,0,0,0,-1.3348116010523623,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-0.9924020376385531,0,1,0,1,0,1,0.06442147308751339,1,0,0,1,0,0,0,0,1,0,0
0,0,1,-1.2774445836787656,0,0,0,0,0,1,-1.505976692069473,0,0,1,1,0,0,0,0,0,1,1
0,1,1,-0.015113308357824713,0,1,1,1,0,0,0.9983513871808745,0,1,0,0,1,0,0,0,0,1,0
0,1,1,1.125056875803025,0,1,1,1,1,1,0.03617092408468901,1,0,0,0,1,0,1,0,0,0,0
0,1,0,-0.9109613101984924,0,0,0,0,0,1,-1.4893587220678117,0,0,1,1,0,0,1,0,0,0,0
0,1,0,1.5729808767233588,1,0,0,0,0,1,-1.3331498040521963,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-1.1552834925186746,0,0,0,0,0,0,-1.4760643460664828,0,0,1,1,0,0,0,0,0,1,1
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.14917312009598557,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.43281069256250915,0,1,1,0,1,1,-0.44907379996381874,1,0,0,0,1,0,1,0,0,0,0
0,1,0,1.0843365120829946,1,0,0,1,0,1,1.15456030519649,0,1,0,0,1,0,1,0,0,0,1
0,1,0,-0.38159658183809786,0,0,0,1,1,0,-0.3493659799538514,1,0,0,1,0,0,0,0,1,0,0
0,1,0,1.6137012404433893,0,0,0,0,0,0,-1.5076384890696393,0,0,1,0,0,1,1,0,0,0,0
0,1,0,-0.4223169455581282,0,1,0,0,1,1,-0.28289409994720643,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.3165318340505352,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1.4915401492832983,1,0,0,0,0,0,-1.3564149620545218,0,0,1,0,0,1,1,0,0,0,0
0,0,0,0.7178532386027215,0,1,0,0,1,1,-0.9758634490164798,1,0,0,0,1,0,0,0,0,1,0
1,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.3148700370503688,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,1,-0.6567984249845842,1,0,0,1,0,0,0,0,0,1,1
0,1,0,-0.7073594915983407,0,0,1,0,0,0,0.35191235411625243,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.055833672077855064,0,0,0,0,0,0,-1.4744025490663168,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4827115340671475,0,0,1,1,0,0,0,0,0,1,1
0,1,0,1.369379058123207,1,0,1,1,0,1,1.3373579752147637,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-1.318164947398796,0,1,1,1,1,0,-0.28954128794787104,1,0,0,0,0,1,0,1,0,0,0
0,0,1,-1.1960038562387048,0,0,0,0,0,1,-0.33440980695235617,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-0.9924020376385531,0,0,0,0,0,0,-1.4876969250676457,0,0,1,0,0,1,0,0,0,1,0
0,1,1,1.2879383306831464,0,1,0,1,0,1,0.27546969210861083,1,0,0,0,1,0,0,1,0,0,0
0,1,0,-0.1779947632379461,0,0,0,0,0,0,-1.4710789550659844,0,0,1,1,0,0,0,0,0,1,0
0,1,0,1.002895784642934,1,0,0,1,0,1,1.1961052302006432,0,1,0,0,1,0,0,1,0,0,0
0,1,1,-0.748079855318371,1,0,0,1,0,1,0.7474200401557899,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5444780367182193,0,0,0,0,0,1,-1.4893587220678117,0,0,1,0,0,1,0,0,0,1,0
0,1,0,-0.9109613101984924,0,0,0,0,0,1,0.5047976781315361,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.758573602322752,0,0,1,0,0,1,-0.5022513039691348,1,0,0,1,0,0,0,0,1,0,0
0,1,0,1.4100994218432374,1,1,1,1,0,0,0.0295237360840249,1,0,0,0,0,1,0,0,0,1,0
0,1,1,-0.8702409464784621,0,0,0,0,0,1,-1.4727407520661506,0,0,1,1,0,0,0,0,1,0,0
0,1,1,1.6137012404433893,0,1,0,1,1,0,-0.12668518193159078,1,0,0,0,0,1,1,0,0,0,0
0,1,1,1.369379058123207,0,0,0,0,0,1,-1.4760643460664828,0,0,1,0,1,0,0,0,1,0,0
0,0,0,-0.5851984004382496,1,0,0,0,1,1,0.7839795741594444,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9516816739185228,0,0,0,0,0,1,-1.504314895069307,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-0.9516816739185228,1,0,0,0,0,1,0.3469269631157543,0,1,0,1,0,0,0,1,0,0,0
0,1,0,0.6364125111626608,1,1,1,1,0,1,1.5517297882361936,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.9109613101984924,0,0,0,0,0,0,0.179085466098976,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-0.9516816739185228,1,0,0,0,0,1,0.9966895901807084,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.7888002190384014,1,0,0,0,0,1,1.0066603721817051,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,1,0,1,0,0,0,0.45494376812655235,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,0.18074726309914202,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.6137012404433893,1,1,1,1,1,0,0.9052907551715716,1,0,0,0,0,1,1,0,0,0,0
0,1,1,0.758573602322752,0,1,1,1,1,0,0.6892571451499756,1,0,0,0,0,1,0,1,0,0,0
0,1,0,1.0843365120829946,0,0,1,0,0,1,-0.788080387997708,1,0,0,1,0,0,1,0,0,0,1
0,1,0,-0.9109613101984924,1,0,0,0,0,1,0.6925807391503077,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.1657772395230555,1,0,1,0,0,1,0.5779167461388456,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.880734693482843,0,1,0,1,1,0,0.6526976111463211,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0.025607055362205634,1,1,1,0,0,1,-0.12834697893175703,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-0.21871512695797646,0,0,0,0,0,1,-1.479387940066815,0,0,1,0,0,1,1,0,0,0,0
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.47987072312904416,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.38159658183809786,0,0,1,0,0,0,1.0149693571825356,0,1,0,1,0,0,0,0,0,1,0
0,0,1,-1.2774445836787656,0,0,0,0,0,0,-1.4926823160681442,0,0,1,1,0,0,0,0,0,1,0
0,1,1,0.5142514200025698,0,1,1,1,1,1,0.6510358141461546,1,0,0,0,0,1,0,0,0,1,0
0,1,1,0.26992923768238775,0,0,0,0,0,1,-1.4926823160681442,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-1.1145631287986442,0,0,0,1,0,1,0.17410007509847744,1,0,0,0,1,0,0,0,0,1,1
0,1,1,1.6137012404433893,1,1,1,1,1,0,0.5829021371393436,1,0,0,0,0,1,1,0,0,0,0
0,1,1,1.0436161483629645,1,0,1,0,0,1,0.06774506708784545,1,0,0,1,0,0,1,0,0,0,0
0,0,0,1.5322605130033284,0,1,1,1,1,1,-0.6700928009859131,1,0,0,0,0,1,1,0,0,0,0
0,1,1,1.1657772395230555,0,0,1,0,1,1,1.1196625681930017,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,0,0.19736523310080326,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0.5549717837226001,1,0,0,0,0,0,-1.3231790220511994,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,-0.4922805219681379,1,0,0,1,0,0,1,0,0,0,1
0,1,0,-0.4223169455581282,0,0,0,0,0,1,0.14917312009598557,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.6364125111626608,0,1,0,1,1,1,1.2542681252064576,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1.2879383306831464,1,0,1,1,1,0,0.7241548821534641,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1.6137012404433893,1,0,0,0,0,0,-1.3447823830533592,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-0.8295205827584317,0,0,0,1,0,1,-0.2130986259402292,1,0,0,1,0,0,0,1,0,0,0
1,1,0,0.06632741908223598,1,0,1,1,0,1,0.9800716201790471,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,0,1,1,1,0,0,0.13255515009432434,1,0,0,0,0,1,0,1,0,0,0
0,1,0,-0.13727439951791576,1,0,1,1,0,1,0.6992279271509723,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.025607055362205634,0,0,0,0,0,0,-1.4843733310673135,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4760643460664828,0,0,1,1,0,0,0,0,0,1,0
