SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,0,1.6137012404433893,1,0,1,1,0,0,0.5779167461388456,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.1526436104619422,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0.7585736023227521,1,0,1,0,1,0,0.6460504231456565,0,1,0,0,1,0,1,0,0,0,0
0,0,0,1.4100994218432374,1,1,1,1,1,0,1.7096005032519754,0,1,0,0,0,1,0,1,0,0,1
0,1,1,0.7992939660427822,1,0,0,1,1,1,1.0465435001856922,0,1,0,0,0,1,1,0,0,0,1
0,1,1,-0.4630373092781586,0,0,0,0,0,1,-0.6584602219847502,1,0,0,1,0,0,0,0,1,0,0
1,0,0,-0.7073594915983407,1,0,1,0,0,1,0.5131066631323666,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.2472179669631158,0,0,0,0,0,0,-1.5026530980691408,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.4223169455581282,0,0,1,0,1,1,-0.3194536339508612,1,0,0,0,1,0,0,1,0,0,1
0,1,0,-1.2774445836787656,0,0,0,0,0,1,0.4848561141295423,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.9109613101984924,1,0,0,0,0,1,-1.3547531650543558,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-1.0738427650786138,0,0,0,0,1,1,-0.464029972965314,1,0,0,1,0,0,1,0,0,0,1
1,1,0,-1.1145631287986442,1,0,1,0,0,1,0.5396954151350245,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2060156808438143,0,0,0,0,1,1,-0.4612248323811452,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6875953481498096,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.20636020535032512,0,1,0,1,0,0,0,0,0,1,1
0,1,0,1.5729808767233588,0,0,1,0,0,0,-0.5122220859701314,1,0,0,0,0,1,0,0,1,0,1
0,1,0,1.5286847262718686,1,0,1,1,1,1,1.485387463698266,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4748853321285456,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.748079855318371,0,0,0,0,0,0,-0.6700928009859131,1,0,0,0,1,0,0,0,1,0,0
0,1,1,-0.38159658183809786,0,1,0,0,1,0,-1.0024522010191377,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-0.3001558543980372,0,0,0,0,0,0,-1.4943441130683104,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-1.2105707535676675,0,0,0,0,0,0,-0.7129118734724518,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.8348656243889793,1,1,0,0,0,1,0.5146426129989347,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.5109620830699717,0,0,1,1,0,0,0,0,0,1,1
1,0,0,-0.38159658183809786,0,0,0,0,0,1,-1.0007904040189717,1,0,0,1,0,0,1,0,0,0,0
1,1,0,-0.1779947632379461,1,0,0,0,0,0,-1.2982520670487077,0,0,1,1,0,0,0,0,0,1,0
0,1,1,-0.4223169455581282,1,0,0,0,0,0,-1.3132082400502028,0,0,1,0,0,1,0,1,0,0,0
0,0,0,1.4915401492832985,1,1,1,1,1,1,0.4599291591270504,1,0,0,0,1,0,0,1,0,0,1
1,0,0,0.7585736023227521,1,0,0,0,0,0,-1.3215172250510334,0,0,1,0,1,0,1,0,0,0,0
1,1,0,0.10704778280226633,1,0,0,1,0,1,1.1977670272008092,0,1,0,1,0,0,0,0,1,0,0
0,1,0,-0.4066073320112631,0,0,1,1,0,1,1.107005219817903,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.0831040426703129,0,1,0,0,0,1,0.5849759070860523,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0921026670949399,1,0,0,0,0,0,0.34068563021636006,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.05583367207785506,1,1,0,1,1,0,0.8155537171626008,0,1,0,1,0,0,0,0,1,0,0
0,1,1,1.6137012404433893,0,0,0,0,0,1,-1.46443176706532,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.6542019075790471,1,0,0,0,0,0,0.49223819991516893,0,1,0,1,0,0,1,0,0,0,1
0,1,0,1.6137012404433893,1,0,1,1,0,1,1.2160467942026365,0,1,0,0,1,0,0,0,1,0,0
1,1,0,-0.13727439951791576,1,0,0,0,0,1,0.6493740171459885,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.6771328748826912,1,0,1,1,1,1,1.435403998224565,0,1,0,0,0,1,1,0,0,0,1
0,1,0,0.9214550572028734,1,0,1,0,0,1,0.43167861012422654,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-1.1960038562387048,0,0,0,0,0,0,-0.6651074099854147,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6750781919864114,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,1,0,0,1,0,1,0.4915033021302069,0,1,0,1,0,0,0,0,0,1,1
0,1,1,0.025607055362205637,0,0,0,0,0,1,-1.5059766920694733,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-1.1960038562387048,0,0,0,0,0,0,-1.46443176706532,0,0,1,1,0,0,0,0,0,1,0
0,1,1,1.4915401492832985,0,0,1,1,1,0,-0.18817167093773735,1,0,0,0,1,0,1,0,0,0,0
1,0,0,-0.0965540357978854,1,1,1,1,0,0,0.8953199731705749,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-1.1552834925186746,0,0,0,0,0,0,-1.5043148950693068,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-0.4223169455581282,0,1,0,0,1,0,-0.32111543095102724,1,0,0,1,0,0,0,0,0,1,0
1,1,1,0.006415935621624243,1,0,1,0,0,1,0.4937763456566496,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.2699292376823877,1,0,0,0,0,1,0.2787932861089434,0,1,0,1,0,0,0,1,0,0,0
0,1,0,1.4100994218432374,0,1,1,0,1,1,-0.4590445819648154,1,0,0,0,0,1,1,0,0,0,0
1,0,0,-0.8986966808348934,1,0,0,0,0,1,0.8361191833907398,0,1,0,1,0,0,0,1,0,0,1
0,1,1,0.9214550572028734,0,0,0,0,0,0,-1.4544609850643233,0,0,1,0,0,1,0,0,0,1,0
0,0,1,-0.9944559398928308,0,0,0,1,1,1,0.16691104366125237,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-0.5444780367182193,0,0,1,0,1,0,1.1711782751981514,0,1,0,0,1,0,1,0,0,0,1
0,1,1,1.5729808767233588,0,0,0,0,0,0,-1.5059766920694733,0,0,1,0,0,1,0,0,0,1,0
0,1,1,1.2879383306831464,0,1,0,0,1,0,0.03450912708452298,1,0,0,0,1,0,0,0,0,1,0
1,1,0,0.9214550572028734,1,0,1,1,0,1,0.6875953481498096,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-1.2754808880414106,0,0,0,0,0,0,-0.6669294837228827,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.17516666530495117,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.5109759982748185,1,0,0,1,0,0,0.8282800700282112,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1.5322605130033284,1,0,1,1,1,1,0.642726829145324,1,0,0,0,0,1,0,0,1,0,0
1,1,0,1.3286586944031769,1,1,1,1,0,1,1.4835961112293827,0,1,0,1,0,0,0,1,0,0,0
0,1,0,1.0436161483629645,0,1,1,0,0,1,-0.6451658459834212,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.479387940066815,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-0.5851984004382496,0,1,0,0,0,1,0.3535741511164189,0,1,0,1,0,0,0,0,1,0,0
0,1,1,0.35136996512244845,1,1,1,1,1,0,0.50313588113137,1,0,0,1,0,0,0,1,0,0,1
0,1,0,0.14776814652229667,1,1,1,1,1,1,1.3722557122182522,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4937519467022278,0,0,1,1,0,0,0,0,0,1,1
0,1,1,0.9214550572028734,0,1,1,0,0,0,-0.3011738669490337,1,0,0,1,0,0,0,0,1,0,0
0,1,0,0.8400143297628127,1,1,0,1,0,0,0.9684390411778844,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.13727439951791576,1,0,1,1,0,0,0.5097830691320341,1,0,0,1,0,0,0,1,0,0,0
1,0,0,-1.1145631287986442,0,0,0,1,0,1,0.4382192050925243,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.5142514200025698,1,1,0,0,1,0,0.2920876621102721,1,0,0,0,0,1,0,0,0,1,0
0,0,0,-0.21871512695797649,0,0,0,0,0,0,-1.4926823160681442,0,0,1,0,0,1,0,1,0,0,0
0,1,0,-0.7073594915983407,0,1,0,1,0,0,1.2293411702039656,0,1,0,1,0,0,0,0,1,0,0
0,0,0,0.22920887396235734,1,1,1,0,0,1,1.3323725842142649,0,1,0,0,1,0,0,0,1,0,0
0,0,0,0.4514967729426904,1,0,0,0,1,1,1.175906261659955,0,1,0,0,1,0,0,0,1,0,1
0,1,0,1.6137012404433893,1,1,1,1,1,1,1.3024602382112749,0,1,0,0,0,1,1,0,0,0,0
0,0,1,-0.6666391278783103,0,0,0,0,0,1,0.5396954151350245,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.13727439951791576,1,1,1,0,0,1,-0.20645143793956489,1,0,0,1,0,0,1,0,0,0,0
1,0,0,-1.2367242199587352,0,0,0,0,0,1,0.4931650991303729,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.3001558543980372,1,0,1,1,0,0,1.3689321182179202,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6670126768044675,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1.4100994218432374,1,1,0,1,1,1,1.461992750227223,0,1,0,0,0,1,0,1,0,0,1
0,1,1,0.5549717837226001,0,1,0,1,1,0,0.5396954151350245,1,0,0,0,0,1,0,0,0,1,0
1,1,0,0.6364125111626608,0,0,1,0,0,1,-0.1931570619382357,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.2275113500139105,1,0,1,0,0,1,-0.3725788629345713,1,0,0,1,0,0,0,0,0,1,1
0,0,1,-1.2231004714232545,0,0,0,0,0,0,-0.9661099901186381,1,0,0,1,0,0,0,0,1,0,1
1,0,0,-0.8323189020443517,1,0,0,1,0,1,1.149972150150696,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.8155537171626008,0,1,0,1,0,0,0,0,1,0,1
1,1,0,0.4413691777946017,1,0,1,0,0,1,1.130972477006259,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,0,0,0,0,0,1,-1.4843733310673135,0,0,1,0,0,1,0,1,0,0,0
0,0,1,-0.8295205827584317,1,1,0,0,0,1,0.4499583771260538,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.6587229407174001,1,0,1,1,0,1,0.9900497244991819,0,1,0,1,0,0,0,1,0,0,1
1,1,1,-0.015113308357824713,1,0,0,1,0,1,0.8836873941694119,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-0.9924020376385532,0,1,0,0,0,0,0.6709773781481484,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.5956921474426305,0,1,0,1,1,0,-0.8130073430001998,1,0,0,0,1,0,0,0,1,0,0
1,0,1,0.9621754209229036,0,1,0,0,0,0,0.9983513871808744,0,1,0,0,1,0,0,1,0,0,0
0,1,0,-1.2367242199587352,0,0,0,0,0,1,-0.9858342310174764,1,0,0,1,0,0,0,0,1,0,1
1,1,0,-0.5851984004382496,0,0,0,1,0,1,-0.5454580259734538,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.409277014429729,1,0,1,1,0,1,1.381352425618637,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.4965171199215097,1,0,1,0,0,1,0.5045388110255775,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2013524470173078,0,0,0,0,0,0,-1.4942102470366583,0,0,1,1,0,0,0,0,0,1,1
0,1,1,0.35136996512244845,1,0,0,1,1,1,1.2575917192067896,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,0.6875953481498096,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1.3286586944031769,1,0,1,1,1,1,0.6460504231456565,1,0,0,0,0,1,1,0,0,0,0
1,0,0,-1.1738921401015414,1,0,1,0,0,1,0.5803652823118957,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.3408762181180675,1,0,1,0,0,1,0.5230774451333633,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.9109613101984924,1,0,0,0,0,1,0.2455573461056209,1,0,0,1,0,0,0,1,0,0,1
1,0,0,-1.2367242199587352,1,0,0,0,0,1,0.6909189421501416,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9467373390851739,0,0,0,1,0,0,0.8790648830690537,0,1,0,0,1,0,0,0,0,1,1
0,0,0,-0.748079855318371,0,0,0,0,0,1,0.935203101174562,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.1145631287986442,0,1,0,0,1,0,-0.3510277769540174,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,0,0,0,1,0,1,0.3336325871144252,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-1.1960038562387048,0,0,0,1,0,1,-0.4856333339674735,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0.025607055362205637,1,0,1,1,1,0,0.7922885591602751,0,1,0,1,0,0,0,1,0,0,0
1,1,0,0.8807346934828431,1,0,1,1,1,1,1.5184938482328711,0,1,0,0,0,1,0,0,1,0,0
0,1,1,-1.191615138176256,1,0,0,0,0,0,-0.24218818698649985,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.1145631287986442,1,0,0,0,0,0,0.36022133911708304,0,1,0,1,0,0,0,0,1,0,0
1,0,0,0.18848851024232705,1,0,0,1,0,1,1.2077378092018058,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.2472179669631158,1,1,1,1,1,1,0.8188773111629334,1,0,0,0,0,1,0,1,0,0,0
0,0,0,1.5729808767233588,1,0,1,0,0,1,0.4748853321285456,0,1,0,0,1,0,0,1,0,0,0
0,0,0,-1.2367242199587352,1,0,0,0,0,0,-1.326502616051532,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0.14776814652229667,0,0,0,0,0,0,-1.5026530980691408,0,0,1,0,1,0,0,0,0,1,0
0,1,1,-1.2774445836787656,0,0,0,0,0,1,0.1724382780983114,0,1,0,1,0,0,0,1,0,0,0
1,0,0,-0.0965540357978854,1,0,1,1,0,1,1.307445629211773,0,1,0,1,0,0,0,0,1,0,0
1,0,0,1.002895784642934,1,0,1,1,0,1,0.4981504901308714,1,0,0,0,0,1,1,0,0,0,0
0,0,0,1.4915401492832985,1,0,0,0,0,0,-1.3564149620545218,0,0,1,0,0,1,1,0,0,0,0
0,1,0,1.5322605130033284,0,1,1,1,1,0,-0.0070357979196300924,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.4630373092781586,0,0,1,0,1,1,-0.9559218850144864,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.17077648109814536,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.0843365120829946,1,1,1,0,1,1,1.5400972092350305,0,1,0,0,0,1,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4815325201292102,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0744292538140432,1,0,1,0,0,1,0.8424775534289988,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0.5142514200025698,0,0,0,0,0,0,-1.0157465770204666,1,0,0,0,1,0,0,0,1,0,0
0,1,1,-1.1614257057036368,0,1,0,0,0,0,-0.9188303332941175,1,0,0,1,0,0,0,1,0,0,1
0,1,0,1.1250568758030248,1,0,0,0,0,0,-1.3497677740538576,0,0,1,0,1,0,1,0,0,0,0
0,0,0,-0.1779947632379461,0,0,0,1,1,0,0.8720548151682491,0,1,0,1,0,0,0,0,1,0,0
0,1,0,-0.8702409464784621,0,0,0,0,0,1,-0.6883725679877406,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.4915401492832985,1,1,0,1,0,0,0.6543594081464871,0,1,0,0,1,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4964083951907197,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.181905553959395,0,0,0,0,0,1,0.8599432704087167,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2520995284966945,0,0,0,0,0,1,0.8539956490088203,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.7585736023227521,1,0,0,0,0,1,-1.3348116010523623,0,0,1,0,1,0,1,0,0,0,0
0,0,0,0.7992939660427822,0,0,0,0,0,0,-1.4544609850643233,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0.8807346934828431,0,0,0,1,1,0,0.016229360082695727,1,0,0,0,1,0,1,0,0,0,0
1,0,0,-1.230754337588683,0,0,0,0,0,1,-0.672859975649944,1,0,0,1,0,0,0,0,1,0,1
1,0,0,-0.4223169455581282,0,0,0,0,0,1,-1.4860351280674795,0,0,1,0,1,0,0,0,0,1,0
0,1,1,0.7585736023227521,1,0,0,0,0,1,-1.3231790220511994,0,0,1,0,0,1,0,0,0,1,0
0,0,1,-0.6666391278783103,0,0,0,0,0,1,-1.5109620830699717,0,0,1,0,1,0,1,0,0,0,0
0,1,0,-0.6908034763836561,0,1,1,0,1,0,1.313300866363336,0,1,0,0,1,0,0,0,0,1,1
1,0,0,0.9621754209229036,1,0,1,1,1,1,1.1678546811978192,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-0.13727439951791576,0,0,1,0,1,0,-1.0124229830201346,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4577845790646555,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0.7992939660427822,1,1,0,1,1,1,1.48027251722905,0,1,0,0,0,1,0,0,1,0,0
0,0,0,-0.8225948428459905,1,0,0,0,0,1,1.034808805353998,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4860351280674795,0,0,1,1,0,0,0,0,0,1,0
0,0,1,-0.9924020376385532,0,0,0,0,0,0,-1.304899255049372,1,0,0,1,0,0,0,0,0,1,1
1,1,0,-0.0965540357978854,1,1,1,1,1,1,1.3606231332170895,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-1.1145631287986442,0,0,1,0,0,1,-0.4457502059634865,1,0,0,1,0,0,0,0,1,0,0
0,0,1,-0.9516816739185228,0,1,0,1,1,0,0.938526695174894,0,1,0,1,0,0,1,0,0,0,0
0,1,1,0.035975257399685545,1,1,0,0,0,1,1.1710482217321885,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.477726143066649,0,0,1,1,0,0,0,0,0,1,0
0,1,0,-0.9924020376385532,0,0,1,1,0,1,-0.3327480099521901,1,0,0,1,0,0,0,0,0,1,0
1,1,0,-1.136107379804719,1,0,0,0,0,1,0.3188962191958296,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.025607055362205637,1,0,1,1,0,0,1.422109622223236,0,1,0,1,0,0,0,0,1,0,0
0,0,1,-0.9516816739185228,0,0,0,0,1,1,0.15415851109648415,1,0,0,1,0,0,0,1,0,0,0
1,1,1,1.6137012404433893,0,1,0,1,1,1,1.307445629211773,0,1,0,0,0,1,0,1,0,0,0
0,1,0,-0.9445569109114023,1,0,0,0,0,1,0.3134002617166461,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-0.4223169455581282,0,1,0,1,1,1,0.09101022509017127,1,0,0,0,1,0,1,0,0,0,1
0,1,0,-1.2774445836787656,0,0,0,0,0,0,-0.6667692069855808,1,0,0,1,0,0,0,1,0,0,1
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-1.4976677070686424,0,0,1,1,0,0,0,0,0,1,0
1,0,0,-1.254612571624991,0,0,0,0,0,1,0.48400131974441213,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.18848851024232705,0,0,0,0,0,1,0.1857326540996401,0,1,0,1,0,0,0,0,0,1,0
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.4765471291287117,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.6215694596278802,0,0,0,0,0,1,-1.128458568693553,1,0,0,1,0,0,0,1,0,0,1
0,0,0,0.9283553151398307,1,1,0,1,0,1,1.4190640191986748,0,1,0,0,1,0,1,0,0,0,1
0,1,1,-0.9516816739185228,0,0,1,0,0,1,-1.1569993220345869,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0.35136996512244845,0,1,1,1,0,1,-0.14828854293375054,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-1.027241017781854,1,0,0,0,0,1,0.959108660629606,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.0331224013585834,0,0,0,0,1,1,0.19902703010096928,1,0,0,1,0,0,0,1,0,0,1
0,1,1,0.5549717837226001,0,0,0,0,0,1,-1.4843733310673135,0,0,1,0,0,1,0,0,0,1,0
0,1,0,0.09069409740891944,1,0,0,0,0,1,0.3570918792250589,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.6137012404433893,1,1,1,1,1,0,0.7906267621601091,1,0,0,0,0,1,0,1,0,0,0
1,1,0,0.04057111816554881,1,0,0,0,0,0,0.668975077030547,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.71844112704801,1,1,1,0,0,1,-0.198598295474156,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,-0.3745232359726464,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,0.17576187209864347,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.6666391278783103,0,0,0,0,0,1,-1.4976677070686424,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-0.9109613101984924,0,0,0,0,0,1,-1.4876969250676455,0,0,1,1,0,0,0,1,0,0,0
0,1,0,0.7178532386027215,1,0,0,0,1,0,1.151236711196158,0,1,0,0,1,0,0,0,1,0,0
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.52720366255732,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.5549717837226001,1,0,0,0,0,0,0.2671607071077802,0,1,0,1,0,0,1,0,0,0,0
0,1,0,1.4508197855632678,1,0,1,1,1,0,0.8454660631655913,0,1,0,0,0,1,0,1,0,0,0
1,1,1,0.06632741908223598,1,0,1,1,1,1,1.4669781412277214,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.9742016520163136,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2723078682452662,0,0,0,0,0,1,0.2537670454927025,0,1,0,1,0,0,0,0,0,1,1
0,1,1,1.2879383306831464,0,0,0,0,0,0,-1.4810497370669808,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.8702409464784621,1,0,0,1,0,1,1.0997210041910082,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.5444780367182193,0,0,0,0,1,1,-0.10674361792959748,1,0,0,1,0,0,0,1,0,0,0
0,1,1,1.4508197855632678,1,0,0,0,0,1,-1.3547531650543558,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-0.787259813166799,0,0,0,0,0,0,-0.30493475538599624,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.6771667721133426,1,0,1,0,0,1,1.1681627222249817,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.4328106925625092,1,0,1,0,0,1,0.4350022041245586,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.4328106925625092,1,1,0,1,1,1,0.8803638001690798,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0.7992939660427822,0,0,1,1,1,1,1.3373579752147635,0,1,0,0,1,0,1,0,0,0,1
0,0,0,-1.2367242199587352,0,0,0,0,1,0,-1.160322916034919,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-0.3408762181180675,0,1,0,0,0,1,0.9917041991802098,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.9889547289041956,0,0,1,0,0,0,0.42921398815711764,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.16080569909714826,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.7164332778956939,1,0,1,0,1,1,-0.20681205401856495,1,0,0,1,0,0,0,1,0,0,1
0,1,0,1.2879383306831464,0,1,0,0,1,1,1.068146861187852,0,1,0,0,1,0,0,0,0,1,0
1,0,0,-0.3408762181180675,1,0,1,1,0,1,1.269224298207953,0,1,0,1,0,0,0,1,0,0,1
0,1,1,1.3286586944031769,0,1,1,1,0,0,-0.11339080593026185,1,0,0,0,1,0,1,0,0,0,0
0,1,0,1.6137012404433893,1,0,0,0,0,1,-1.3497677740538576,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0.6364125111626608,1,0,0,0,0,0,-1.3198554280508674,0,0,1,0,1,0,0,1,0,0,0
1,0,0,-0.8702409464784621,0,0,0,0,0,0,0.82884809316393,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-0.9109613101984924,0,0,0,0,0,1,-1.4860351280674795,0,0,1,1,0,0,0,1,0,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,1,0.2073360151017999,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-1.0270322783963324,1,1,1,0,0,1,0.925188682041228,0,1,0,1,0,0,0,1,0,0,1
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.16246749609731476,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.21094631458912433,0,0,1,0,0,1,0.6817514962916499,0,1,0,1,0,0,0,0,1,0,1
1,1,0,-0.9109613101984924,0,0,1,1,1,1,0.9219087251732327,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.1960038562387048,0,0,0,0,0,1,-1.517609271070636,0,0,1,1,0,0,0,0,0,1,0
0,1,1,1.002895784642934,1,1,0,1,1,1,0.6560212051466532,1,0,0,0,0,1,0,0,1,0,0
0,1,1,1.6137012404433893,1,0,0,0,0,0,-1.3447823830533592,0,0,1,0,0,1,1,0,0,0,0
0,0,0,1.5729808767233588,1,0,1,1,1,1,1.5450826002355291,0,1,0,0,0,1,0,0,1,0,0
0,0,0,-0.3408762181180675,0,0,0,1,0,1,-0.5005895069689685,1,0,0,1,0,0,0,0,0,1,0
0,1,1,-0.38159658183809786,0,0,0,0,0,1,-1.4876969250676455,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-1.1367324086015675,0,0,0,0,0,0,0.8283863408673534,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.03869822179523075,0,1,1,0,1,1,-0.5277391229210431,1,0,0,1,0,0,0,1,0,0,1
